0.00000000E+0	-1.20273900E-6
1.00001000E-4	-1.20273900E-6
2.00002000E-4	-1.04318500E-6
3.00003000E-4	-8.03854000E-7
4.00004000E-4	-9.63408000E-7
5.00005000E-4	-1.12296200E-6
6.00006000E-4	-8.03854000E-7
7.00007000E-4	-8.83631000E-7
8.00008000E-4	-8.03854000E-7
9.00009000E-4	-1.12296200E-6
1.00001000E-3	-1.28251600E-6
1.10001100E-3	-1.28251600E-6
1.20001200E-3	-1.12296200E-6
1.30001300E-3	-1.04318500E-6
1.40001400E-3	-8.03854000E-7
1.50001500E-3	-9.63408000E-7
1.60001600E-3	-7.24077000E-7
1.70001700E-3	-1.12296200E-6
1.80001800E-3	-1.04318500E-6
1.90001900E-3	-9.63408000E-7
2.00002000E-3	-1.04318500E-6
2.10002100E-3	-1.12296200E-6
2.20002200E-3	-1.12296200E-6
2.30002300E-3	-9.63408000E-7
2.40002400E-3	-8.83631000E-7
2.50002500E-3	-1.04318500E-6
2.60002600E-3	-1.20273900E-6
2.70002700E-3	-8.83631000E-7
2.80002800E-3	-8.83631000E-7
2.90002900E-3	-1.04318500E-6
3.00003000E-3	-1.36229300E-6
3.10003100E-3	-1.28251600E-6
3.20003200E-3	-1.12296200E-6
3.30003300E-3	-8.83631000E-7
3.40003400E-3	-1.20273900E-6
3.50003500E-3	-8.03854000E-7
3.60003600E-3	-1.04318500E-6
3.70003700E-3	-1.04318500E-6
3.80003800E-3	-8.83631000E-7
3.90003900E-3	-1.12296200E-6
4.00004000E-3	-1.44207000E-6
4.10004100E-3	-1.20273900E-6
4.20004200E-3	-1.44207000E-6
4.30004300E-3	-1.44207000E-6
4.40004400E-3	-1.12296200E-6
4.50004500E-3	-1.04318500E-6
4.60004600E-3	-8.03854000E-7
4.70004700E-3	-1.04318500E-6
4.80004800E-3	-1.04318500E-6
4.90004900E-3	-1.28251600E-6
5.00005000E-3	-1.20273900E-6
5.10005100E-3	-1.04318500E-6
5.20005200E-3	-9.63408000E-7
5.30005300E-3	-1.12296200E-6
5.40005400E-3	-1.20273900E-6
5.50005500E-3	-1.28251600E-6
5.60005600E-3	-8.03854000E-7
5.70005700E-3	-1.20273900E-6
5.80005800E-3	-8.03854000E-7
5.90005900E-3	-1.28251600E-6
6.00006000E-3	-1.36229300E-6
6.10006100E-3	-7.24077000E-7
6.20006200E-3	-1.04318500E-6
6.30006300E-3	-1.20273900E-6
6.40006400E-3	-8.03854000E-7
6.50006500E-3	-9.63408000E-7
6.60006600E-3	-9.63408000E-7
6.70006700E-3	-1.12296200E-6
6.80006800E-3	-1.12296200E-6
6.90006900E-3	-1.20273900E-6
7.00007000E-3	-1.04318500E-6
7.10007100E-3	-1.44207000E-6
7.20007200E-3	-1.20273900E-6
7.30007300E-3	-1.12296200E-6
7.40007400E-3	-1.44207000E-6
7.50007500E-3	-1.12296200E-6
7.60007600E-3	-1.12296200E-6
7.70007700E-3	-1.52184700E-6
7.80007800E-3	-1.12296200E-6
7.90007900E-3	-7.24077000E-7
8.00008000E-3	-1.28251600E-6
8.10008100E-3	-1.12296200E-6
8.20008200E-3	-8.83631000E-7
8.30008300E-3	-1.12296200E-6
8.40008400E-3	-8.83631000E-7
8.50008500E-3	-8.83631000E-7
8.60008600E-3	-9.63408000E-7
8.70008700E-3	-7.24077000E-7
8.80008800E-3	-1.20273900E-6
8.90008900E-3	-1.12296200E-6
9.00009000E-3	-9.63408000E-7
9.10009100E-3	-8.83631000E-7
9.20009200E-3	-9.63408000E-7
9.30009300E-3	-1.20273900E-6
9.40009400E-3	-1.04318500E-6
9.50009500E-3	-9.63408000E-7
9.60009600E-3	-9.63408000E-7
9.70009700E-3	-1.36229300E-6
9.80009800E-3	-9.63408000E-7
9.90009900E-3	-1.28251600E-6
1.00001000E-2	-9.63408000E-7
1.01001010E-2	-1.28251600E-6
1.02001020E-2	-1.60162400E-6
1.03001030E-2	-8.83631000E-7
1.04001040E-2	-9.63408000E-7
1.05001050E-2	-1.20273900E-6
1.06001060E-2	-1.20273900E-6
1.07001070E-2	-1.44207000E-6
1.08001080E-2	-1.12296200E-6
1.09001090E-2	-1.28251600E-6
1.10001100E-2	-1.44207000E-6
1.11001110E-2	-1.12296200E-6
1.12001120E-2	-9.63408000E-7
1.13001130E-2	-9.63408000E-7
1.14001140E-2	-8.83631000E-7
1.15001150E-2	-8.83631000E-7
1.16001160E-2	-8.03854000E-7
1.17001170E-2	-1.44207000E-6
1.18001180E-2	-1.12296200E-6
1.19001190E-2	-9.63408000E-7
1.20001200E-2	-1.28251600E-6
1.21001210E-2	-1.44207000E-6
1.22001220E-2	-1.04318500E-6
1.23001230E-2	-1.04318500E-6
1.24001240E-2	-1.36229300E-6
1.25001250E-2	-1.04318500E-6
1.26001260E-2	-9.63408000E-7
1.27001270E-2	-1.28251600E-6
1.28001280E-2	-1.12296200E-6
1.29001290E-2	-9.63408000E-7
1.30001300E-2	-1.36229300E-6
1.31001310E-2	-1.36229300E-6
1.32001320E-2	-1.12296200E-6
1.33001330E-2	-1.20273900E-6
1.34001340E-2	-1.44207000E-6
1.35001350E-2	-1.04318500E-6
1.36001360E-2	-1.04318500E-6
1.37001370E-2	-1.04318500E-6
1.38001380E-2	-1.28251600E-6
1.39001390E-2	-9.63408000E-7
1.40001400E-2	-1.12296200E-6
1.41001410E-2	-1.20273900E-6
1.42001420E-2	-8.03854000E-7
1.43001430E-2	-1.04318500E-6
1.44001440E-2	-1.28251600E-6
1.45001450E-2	-9.63408000E-7
1.46001460E-2	-1.04318500E-6
1.47001470E-2	-1.28251600E-6
1.48001480E-2	-1.20273900E-6
1.49001490E-2	-1.04318500E-6
1.50001500E-2	-9.63408000E-7
1.51001510E-2	-8.03854000E-7
1.52001520E-2	-1.44207000E-6
1.53001530E-2	-9.63408000E-7
1.54001540E-2	-9.63408000E-7
1.55001550E-2	-1.12296200E-6
1.56001560E-2	-1.20273900E-6
1.57001570E-2	-1.28251600E-6
1.58001580E-2	-1.20273900E-6
1.59001590E-2	-9.63408000E-7
1.60001600E-2	-1.20273900E-6
1.61001610E-2	-1.52184700E-6
1.62001620E-2	-1.04318500E-6
1.63001630E-2	-1.20273900E-6
1.64001640E-2	-1.44207000E-6
1.65001650E-2	-8.03854000E-7
1.66001660E-2	-1.04318500E-6
1.67001670E-2	-9.63408000E-7
1.68001680E-2	-1.12296200E-6
1.69001690E-2	-1.04318500E-6
1.70001700E-2	-1.04318500E-6
1.71001710E-2	-1.36229300E-6
1.72001720E-2	-1.20273900E-6
1.73001730E-2	-1.12296200E-6
1.74001740E-2	-1.20273900E-6
1.75001750E-2	-1.12296200E-6
1.76001760E-2	-1.28251600E-6
1.77001770E-2	-1.20273900E-6
1.78001780E-2	-1.20273900E-6
1.79001790E-2	-1.04318500E-6
1.80001800E-2	-1.20273900E-6
1.81001810E-2	-9.63408000E-7
1.82001820E-2	-8.03854000E-7
1.83001830E-2	-9.63408000E-7
1.84001840E-2	-1.20273900E-6
1.85001850E-2	-1.04318500E-6
1.86001860E-2	-8.83631000E-7
1.87001870E-2	-1.04318500E-6
1.88001880E-2	-1.20273900E-6
1.89001890E-2	-8.03854000E-7
1.90001900E-2	-8.03854000E-7
1.91001910E-2	-1.04318500E-6
1.92001920E-2	-1.20273900E-6
1.93001930E-2	-9.63408000E-7
1.94001940E-2	-9.63408000E-7
1.95001950E-2	-1.04318500E-6
1.96001960E-2	-1.04318500E-6
1.97001970E-2	-1.20273900E-6
1.98001980E-2	-1.20273900E-6
1.99001990E-2	-1.12296200E-6
2.00002000E-2	-1.60162400E-6
2.01002010E-2	-1.12296200E-6
2.02002020E-2	-1.04318500E-6
2.03002030E-2	-1.28251600E-6
2.04002040E-2	-1.12296200E-6
2.05002050E-2	-1.20273900E-6
2.06002060E-2	-8.83631000E-7
2.07002070E-2	-1.04318500E-6
2.08002080E-2	-1.52184700E-6
2.09002090E-2	-1.12296200E-6
2.10002100E-2	-1.12296200E-6
2.11002110E-2	-1.52184700E-6
2.12002120E-2	-9.63408000E-7
